text	label
뭐죠 이 사기당한 것 같은 기분은? 택배 상자 하나가 2000원이나 하나요? 그냥 주문하면 기기랑 기기 포장박스만 달랑 온다길래 2천 원 더 주고 1인 배송 포장으로 시켰는데 진짜 딱 택배 박스 1입만 추가된 거였어요 당연히 뽁뽁이라든지 충격방지용 스티로폼이라든지 같이 들어가 있을 줄 알았는데 이럴 거면 뭐 하러 이천 원이나 더 주고 택배 상자를 신청했을까요??기계라서 충격받고 하면 다칠까 봐 돈 더 주고 신청한 건데 이럴 거면 돈 더 준 의미가 없잖아요 제품 상자 내부에도 겉박스내부에도 뽁뽁이 하나 없어요 택배 상자 하나로 충격방지가 될까요? 택배 물류센터에서 택배를 그렇게 집어던진다는데 기계가 안 상하려야 안 상할 수가 없겠네요 다른 판매점에서는 너무나 당연히 기본적으로 사용하는 택배 박스를 2천 원이나 더 받고 돈 벌려는 그 심보가 너무 괘씸하고 약아서 1점 줍니다 택배 포장박스 하나를 이천 원이나 받아먹을 줄이야ㅋㅋㅋ 그리고 제품 불편해요 무거움 그리고 사진처럼 목 어깨 외에 다른 곳은 하기는 힘들어요 다리도 한 짝씩 사용해야 됨	neg
일단 그립감이 좋구요	pos
선물드릴려고샀는데 저렴한가격에 인체무해한성분으로 만들었다	pos
그렇다고 끈적이는게 아니라 산뜻한게 촉촉함이 오래 가더라고요	pos
여자친구 선물로 사줬는데 너무 좋아하네요.  좋은 제품 싸고 빠르게 배송해 주셔서 감사합니다.	pos
화해앱에서 유명하다고 해서 한번 시켜봤는데 촉촉하고 무난하게 쓰기 좋을거 같습니다가격도 엄청 비싼건 아니어서다	pos
꼼꼼하게 배송 잘 왔습니다. 본체는 2중 포장으로 안전하게 되어서 더 좋았고요, 조립도 깔끔히 잘 되어서 편했네요	pos
묵직~허니 그립감 좋고~~ 마우스패드같은거 사은품으로 좀 주셨으면~	pos
트러블 때문에 고생하는 딸아이 얼굴에 필요한 것 같아 주문했는데 진정되고 트러블이 안 생기면 좋겠어요. 클렌징 써보고 좋은 것 같아 같은 라인으로 구매했어요	pos
정말 많이 리뷰를 읽어보고 고민하다 구매를 했지만 어느분 말씀처럼 AKG삼성 번들이어폰 보다 못하다는 말이 맞네요. 삼성에서 주는 저렴한 번들이어폰 보다 좋다는 느낌이 들지 않네요~ 중저음이 많이 약하고 포장만 그럴싸하지 31,900이 아깝다는 생각밖엔 들지 않습니다. 정말 실망인 제품이네요.	neg
1달도 안되서 바로 왼쪽 소리거 안들리기 시작했어요..	neg
피부에  더 나서 사용안하고있어요ㅠㅠㅠ	neg
클릭시 달칵거리는 소리도 안나고인체공학적이라고 해야되나 하여튼 그립감이 좋습니다	pos
수부 지대인데 좀 무거운 감 잇는 거 말곤 좋아요	pos
괜찮아요 그런데 사용법 이런 거 안 들어있음 ㅂㄷㅂㄷ 어깨는 거의 감안 오고 목 위주인 거 같네요	pos
음량이 별로예요...ㅠ	neg
제가 원래 스킨을 안써서 더 큰 효과를 본거일수도 있는데,수분이 차오르는게 보이네요.	pos
기대가 커요	pos
휠 굴리는 게 제대로 안되지만 그냥 싼 맛에 씁니다.	neg
풀 향이 젛아요	pos
짱 조나요 4번째 구매	pos
괸찬아여 항상구매했던 상품이라	neg
너무 좋아요~ 싼 가격에 할인까지 받고 원하는 부위에 언제든지 시원한 마사지를 받을 수 있다는 게 너무 큰 메리트네요~ 친구 집에서 써보고 좋아서 구매했는데 어머니가 너무 맘에 들어 하셔서 하나 더 구매하려고요 ^^	pos
약간 더 가벼운 느낌이라서 감도를 살짝 줄여서 쓰고있습니다.	pos
강하게 각질제거하지않고 매일매일 약하게 제거되니 트러블도 줄어들고 결도 좋아져요!	pos
릴레이 타임이 깁니다.	neg
발림성도 좋고 좋은 것 같아요	pos
좋은 가격에 좋은 제품 감사합니다.	pos
제품은 맘에드는데, 반품했던 것 같습니다.뜯은 자국이 명확하네요	neg
튜브가 플라스틱이 아니라서 왈칵 쏟아지듯 나오는데 조절 잘 하며 써야겠어요. 발라봤는데 따가움 없이 흡수 잘 돼요. 정제수가 가장 많이 함유돼 있네요. 꾸준히 써보려고요. 발림성 좋아요 추천합니다	pos
집에 도착하지 않았는데 배송 완료 떴습니다 반송처리되면 계좌로 반품 처리해 주세요	neg
아직 몇번 안써봐서 큰 효과같은건 잘 모르겠지만,, 향도 없이 순하고 각질도 어느정도는 제거 효과가 있는것 같습니다..	pos
아무한테나 잘 맞을듯한 성분이라서 강추드립니당	pos
3일 사용하니 냄새가 솔솔 나요 모터에서 나는 냄새 약 10일 정도 사용하니 배터리가 5분 이후 급격히 방전  배터리 불량 이거 배터리  교환해 주세요	neg
피부과 다녀왔습니다.. 저랑은 잘 안 맞는 거 같아요 ..	neg
PC에서는 전용소프트웨어를 설치하면 커스텀할 수 있는 버튼으로 활용이 가능합니다	pos
순하고 자극없는거같아요~	pos
무게가 가벼워 기동성도 좋고 삼 X, 엘 X에 비해 성능 대비 가격이 저렴한 편이 가장 큰 메리트라고 생각되네요ㅎㅎ	pos
빠르게 잘 왔어요	pos
집에서도 이 제품 사용하고 있는데 편리하게 잘 사용하고 있습니다.	pos
기다에 부푼 맘으로 뜯자마자 물컹한 게 웃통에 있는 통 아예 열려있는 채로 누가 쓰다 만 거처럼 다 터져 나오고 누가 쓰다 만 거 파나요? 답변 좀 해주세요 이거에 대한 조치 부탁드립니다	neg
화장이 잘 안 먹어요. 자꾸 화장이 뜹니다	neg
유선이니 확인하세요.	neg
블투 생각지도 않은 블루투스 기능에 놀랐네요.	pos
이전 삼성 노트북 구매 후 10년 만의 장만하는 노트북이네요. 가벼움에 놀라고, 성능에 놀라고, 배터리 시간에 또 놀랐네요. 예약판매로 램/HDD가 어제 도착해서 장착 완료했고요 마우스 색도 노트북 색과 같아서 만족스럽습니다.	pos
촉촉하고 조아요ㅎㅎ	pos
좋네요 괜찮아요	pos
마이크는 완전 쓰레기고 잡음이 너무 심해 역시made in China	neg
최신 상품을 보내준다는 말에 주문을 했는데 받고 보니 2018년 11월 유통기한이네요. 작년도 아니고 재작년에 생산이 됐다는 건데... 내용물이 굳어있어서 정말 실망했습니다. 차라리 다른 사이트처럼 2015년도 생산품이라고 양심 있게 공개했다면 좋았을 텐데... 별로네요...	neg
안마기를 무선으로 신청했는데 유선이 와서 교환문의했는데 알아보고 6시까지 전화 준다고 하더니 연락이 없네요~낼은 토요일이고 일요일이 지나야 되는데 아무 연락 없고 ~ 약속 안 지키는 점이 속상하고 기분이 안 좋네요 이 글 보는 대로 바로 연락 주세요~	neg
시인성도 좋고 좋습니다.	pos
정말 소리가 거의 안나고 색깔도 마음에 드네요.	pos
수분감이나 보습력이 좋은건 절대 아닌거 같은데...그냥 세안후에 바로 닥토하니 피부가 안정되고 엄청 좋아지는거 같아요~	pos
귀 넘아프구요노이즈도 있고귀에 거는게 넘 불편해요귓구멍이 작아선지 자꾸빠지고다른제품으로 다시 사야하네요.별다른것 못느끼겠네요	neg
고3  딸아이가 항상 사용하는 제품입니다 얼굴이 시원하면서 촉촉하다고 합니다	pos
짝퉁이네요;;	neg
비추입니다. 자꾸 연결이 끊어져요ㅠ	neg
번창하세요	pos
몇 통째인지 모르겠네요 세안하고 미스트처럼 사용하는데 촉촉하고 마법에 걸린 날 트러블도 마니 개선된 거 같아요 앞으로도 쭉 애용할게요	pos
완전 물토너인데도 보습감이 느껴집니다	pos
노트북은 도착은 했으나 사용해 보기 전이며 사용 전부터 기분 안 좋은 게 사실이고 반품하고 싶은 마음이 간절할 정도이다. 택배 물건 받을 때부터 박스는 사이드 면 이 뜯겨진 채 도착해 기분 불쾌했으며 불쾌한 기분을 접어두고 노트북 박스를 열었는데 박스 안에는 당연히 있어야만 하는 것들과 무선 마우스만 있었다. 업그레이드 안 해도 비싼 노트북인데 업그레이드까지 해 더 비싸게 주고 샀는데 뭔가 허전하고 찝찝한 기분이 가시질 않아 판매처에 전화해 다른 판매처들은 무슨 무슨 사은품도 주던데요 안 주는 게 맞냐고 물었더니 그때야 당연히 노트북과 나가야 하는 사은품들을 보내 주겠다는 답을 들었다. 기분이 나아져야 하는데 기분이 더 불쾌해졌다. 전화해서 물어보지 않았다면 안 보내 줬을 것이고 남들은 다 받는 상품들을 나는 못 받은 채 호구가 됐을 거라는 생각이 들더니 화가 났다. 당연히 줘야 하는 것들이면 장난치려고 하지 말고 양심적으로 주세요. 고객 한 명 한 명 소중히 생각하셔야지 호구로 보려고 하면 되겠습니까?	neg
일단 디자인이나 그립감 다 좋은데아이맥에 연결해서 쓰는중인데 마우스가 자꾸 튑니다.	pos
금액 대비 기능과 디자인 모두 만족합니다	pos
그립감도 엄청 좋고 불 반짝이는것도 너무 좋아요!!	pos
자극없이 개운한 느낌입니다.	pos
화이트시켰는데 하늘색오고 난리ㅡㅡ걍쓴다 더워디지겄는데 교환하는것도 짜증	neg
아쉬운 게 아니라 저한테는 최악의 최악이었습니다 받자마자 그날 저녁 바로 사용했는데 다음날 두드러기처럼 온 얼굴을 뒤덮었고 화장조차 할 수 없는 거울도 보기 싫을 정도로 .... 그래서 바로 사용 중단했는데도 불구하고 나아지지 않아서 바로 피부과가 서 진료받고 약 먹고 연고 바르고 화장은 아예 하지도 못하고 그렇게 지내고 있습니다 그래서 반품 부탁 글을 올렸더니 구매처에 하라 해서 구매처에 하고 근데 또 다른 쪽에 하라 그래서 다른 쪽에 하고 그러고 또다시 또 다른 쪽에 하라 그러고 진단서랑 이거저거 사진 보내달라고 확인하고 연락 준다 하고 연락도 없고ㅋ  특이하게 제 피부에는 안 맞을 수 있습니다 그건 어쩔 수 없다고 생각하는데 너무너무 속상해서 반품이 될까 해서 당연시 반품해달라가 아니라 속상한 마음을 전달하고 가능한가요라고 아무리 이야기해도 서로 미루고 제대로 처리해 주지 않는 이 상황이 너무 화가 나네요	neg
촉촉하고 시룻코토랑 꿀조합 입니다	pos
배송 6일 걸림...해외 배송인줄.....하지만 제품은 좋음	neg
배송 빠르고 온도 관리 잘되고 조용하네요	pos
샀는데 귀찮아서 아직 한번도 안해봄......피부가 지성에다 민감해서 아무거나 못쓰고 잘 뒤집에지는데 이건 순해서 부작용은 없네용 그리고 바르면 촉촉한 느낌!	pos
아직 두번뿐이 사용안해봐서 엄청 좋다는 느낌까지는 잘 모르겠지만 가격대비 유리병 케이스에 오니 마음에 드네요~	pos
매일매일 자극 없이 부드럽게 각질제거할 수 있어서 좋아요 지성피부라 여름이면 트러블이 심해졌는데 올여름을 잘 지나갔네요	pos
내구성 떨어침  안마효과 좋으나 천이 터져버려 3개째 구입	neg
처음부터 한쪽이 너무 작게 들려요..반품하기 귀찮아서 그냥 씁니다.	neg
배송도 빠르고 윈도도 깔려있어서 기분이 좋았습니다.	pos
크샀는데...완전 별로~바람세기도 약하고 고정시키는것도 불편하고 아기 장난감으로 쓰고있네요~	neg
진짜 편하고 마음에 쏙 드는 마우스입니다.	pos
향은 거의 무향에 가깝고 전 각질제거나 팩하려 샀는데 지성분들에게 더 잘 맞을듯합니다	pos
배송이 좀 느린 거 빼곤 상품은 괜찮네요 뭐 제주도니까 배송이 느린 거라 생각하겠음 마우스 상태 괜찮고 답변 같은 서비스는 그다지 별로고요 포장도 뭐 대충 해준 것 같지만 이상 없이 잘 왔음. 대충 했다는 건 뽁뽁이 그런 거 하나 없이 그냥 상자에 담아서 왔음 ㅋ 가격은 단 종품이니 비쌀 수밖에 없지만 비싸긴 비쌈......................&nbsp;&nbsp;&nbsp;&nbsp; ㅋㅋ	neg
사은품은 왜 안 주나요? 사은품은 왜 안 주나요?	neg
매우 순해요	pos
블루투스랑 USB 리시버 둘다 지원하고 블투는 3대까지 멀티페어링 됩니다.	pos
좋았는데.. 날이 점점 추워지니까는 먼가 좀 모자란 느낌이네	pos
깔끔하니 괜찮네요 잘	pos
일주일 좀 넘어서 마이크 있는 선이 끊혀 버렸네요.. 저의 부주의가 있겠지만 그래도 좀 아쉽네요. 여자친구는 잘 쓰고 있답니다 ㅎㅎ	neg
한쪽이 정말 버벅거립니다.. 가격이 있는만큼 그부분이 너무아쉬워요 ㅠㅠ	neg
두 병째에요!! 자극도 없고 정말 순합니다.	pos
정품 박스까지 있어서 너무 좋아요 8	pos
자극없고 순한 토너라서 계속 사용중입니다~	pos
후기가 좋아 구매하였는데 후기대로 제품이 좋네요	pos
엄마한테 선물로 주려고 샀어요~ 엄마가 좋아하시는데 기능도 함께 좋았으면 좋겠어요 기대하며 상품평 남겨요~디자인 맘에 들어요~! 아주 깔끔해요~^^	pos
뭐에 닿으면 자꾸 소리 들렸다 안들렸다하고 통화도 안들린다고하고 완전 별로	neg
가성비 이어폰은 아닌듯합니다. 이돈이면 더 보태서 다른거 사겟습니다.	neg
민감성 피부에 뾰루지 피부라 성분 순한 그 어떤 토너를 써도 트러블이 났었는데 이젠 걱정 안해요	pos
진짜 최악최악이네요 포장온거부터... 손톱뿌서질뻔했습니다. 그리고 한쪽만들리네요 걍다른거 사겠습니다 싼거따지다가 이렇게 후회하네요	neg
지인이 추전해서 샀어요. 저한테도 잘 맞기를.. 잘 받았습니다! 서비스로 주신 마스크팩도 감사합니다~	pos
촉촉하고 맑아지는 기분이었어요	pos
순한것만은 확실한듯.. 일단 손등에 발라봤는데, 촉촉한것같아요!!	pos
향도 산뜻하네요.	pos
 상품평에 샘플에 대한 글이 많던데 공감 가네요~ 상품마다 샘플을 준다는 말 아닌가요? 토너랑 모이스처라이징 밤 두 종류 샀는데 샘플이 하나만 왔네요. 상품 이미지까지 안 좋아졌어요 ㅠ	neg
선물용으로 구입했는데 너무너무 좋네요 제조일자도 완전히 신상이고 받으신 분이 굉장히 까다로운 분이라 걱정했는데 새 제품이라 좋아하시네요 다른 곳에서는 싼 제품이 있어 살펴봤더니 제조일자 때문이더라고요 구입 시 제조일자 확인이 반...	pos
클릭 소리 조용합니다.	pos
크기나 무게는 괜찮으나 g1 이 개인적으로두 우수하게 느껴집니다!	pos
다른 곳보다 많이 저렴하네요^^빠른 배송 꼼꼼한 포장 감사합니다^^	pos
게 끈적거림 유튜브 광고 제발 속지 말기를 .. 바르면 개 끈 적 큰 적.. 피부 트러블은 개뿔.. 오히려 더 생김 .. 제발 과대광고하지 맙시다.	neg
처음에는 음질도 어느정도 괜찮았는데 쓰다보니 충전기와 이어폰을 같이끼니 마이크를 키거나 통화할때 계속 징징거리구요 다른 충전기로 바꿨는데도 그럽니다	neg
블랙 스크린 기능은 안되지만 풀스크린 기능은 되어요.	pos
저는 별로입니다. 피부에 흡수가 안됩니다.	neg
항상  쓰는 제품  각질에 심하면 환절기엔 지루염? 까지    심각했는데환절기때마다 고생했는데  요거 쓰곤 싹 사라짐!  떨어지기전에  쟁여놓구  있어야  안심  향도  좋아요 !	pos
아버지 선물로 구매했습니다. 1세대 화이트였고 블루투스 기능은 어르신들에게 불필요할듯해서 1세대로 샀는데 전체적으로 만족합니다. 음성이 나와서 사용하기 편하고 충전이랑 기능은 조금 더 사용해봐야 할듯합니다	pos
G903에서 갈아탔습니다. 최고입니다~한국인의 손 크기에는 이게 딱이에요!	pos
수분 팡팡 히알루로산 성분이 많이 들어있어서 여름에는 이거랑 로션만 발랐는데 이번에 다 써서 재구매 합니다.	pos
그립감이나 디자인은 매우 좋습니다.	pos
80도 이상 20분 이상 중탕해도 계속 물이..;	neg
맛이 좀 심심한데요?	neg
촉촉하니 너무너무 좋아요	pos
상품은 괜찮은데 택배.... 오기 싫어서 편의점에 맡긴다고ㅋㅋㅋㅋ어이가 없어？ C ㅋㅋㅋㅋㅋ	neg
역시 가볍고 좋네요 충전도 빠른 편~^^	pos
세안하고 계속 발라주면 더 촉촉해져요.	pos
아직 하루밖에 안 써봐서 뭐가 확 좋은지 감이 없지만그래도 이 대용량에 착한가격이라~~5점이네요!!ㅋ	pos
한번 써보고 좋아서 재구매 했어요 트러블이 금방 가라앉는 편입니다	pos
좁쌀 없어지는데 최고고 피부결이 개선되는게 점차 눈에 보여요 좁쌀 많아서 반신반의하고 시켯는데 대용량으로 살까봐요!	pos
보습력이 확실히 좋습니다	pos
항상 쓰는 제품입니다	pos
적극 추천해요~ 값도 적당하게 산거 같고 미백 효과도 좋은 거 같아서 정말 좋아요~ 다른 분들께도 적극적으로 추천해드리고 싶어요ㅎㅎ	pos
시끄러워서 못 쓰겠음	neg
가격에 비해 양이 너무 작다. 효능은 잘 몰겠다	neg
마우스가 조금 낮은? 감이 있지만 쓰다보면 익숙해질 것 같아요 ^^	pos
안 좋아요	neg
배송 지연된 건 이해 가능한데 12일에 송장 찍어서 계속 조회하게 만든 게 좀 불편했네요 택배 사문제라고 하기에는 다를 택배들은 같은 회사고 같은 물류 들렸다가와도 빨리 왔어요	neg
추천합니다. 사무용으로 구매했습니다.  업무 작업하는데 문제없을 스펙입니다.  필요하신 분들은 바로바로! 구매하세요	pos
ㅇ감사합니다	pos
쓸수록 시원하고  좋네요	pos
냄새도 무난하고 괜찮은거같아요	pos
자극없이 기름닦아내는 기분ㅋㅋㅋ..죠아욤.	pos
색깔도 무난하네요	pos
고장 나서 교환받았는데, 또 고장 남;; 그냥 버릴까 생각 중. 아 돈 아까워.         . 	neg
성분이 착해서 구매해봤어요	pos
하.......긴말안합니다 교환한거도 ....교환해서받은거도	neg
묽지않고 점성도있고 민감성인데 쫀득쫀득 하니 촉촉하네요	pos
피부에 원래 트러블이 없었어서 수분감 주는 용도로만 사용하는 중입니다!	pos
점심때 결제후 다음 날 받음.뽁뽁이로 1차 포장 후 박스 포장. 리뷰에 그냥 봉다리에 뽁뽁이 없이 온다는 얘기가 있어 걱정해서 뽁뽁이로 꼭 포장해 달라고 했음. 포장이 잘 되어 왔음 받아보니 밑판에 약간의 사용흔적 있음. 기능상의 문제 아무것도 없음. 3대 멀티 페이링 하다가 약간 쉽지 않았지만 결국 3개 모두 연결. 멀티페어링 3개 필요하신 분 사세요.	pos
향이 없고 무난해서 쓰기 좋네요!	pos
디자인딱떨어지구 품질좋고 가격까지 차카네여ㅋ	neg
102의 무선 버전! 사고 사용해봤는데 정말 무선 같지 않은 부드러움이 있습니다. g302 사용 중이었는데 차이 없네요. 강추 드립니다.	pos
후기를 작성법을 몰라서 이제야 글 올리네요 역시 싼 게 비지떡이라고 품질이 너무 안 좋아요 클릭은 기본으로 안되고 딸각 그리는 소리가 얼마나 큰지.. 암튼 다시는 안 사고픈 물건이네요 담당자님 품질점 제대로 만드셔서 파세요 ㅠㅠ 	neg
500ml 3통 시켰는데 사전 말도 없이 250ml 여섯 개로 오고.... 충전재도 안 넣어서 입구 부분이 반쯤 돌려 열어져서 왔어요... 어떤 분 리뷰 보니깐 입구 부분 깨져서 온 사람도 있던데 아모레 직영점이라길래 믿고 구매했는데 사은품도 원래 주려던 거 안 주고 다른 거 왔네요... 상의 안 하시고 물건 보내신 거 배송상태 정말 실망이네요 반쯤 돌려와서 하마터면 다 세서 올 뻔 오픈전 스티커 붙어있지만 박스에서 물건 집어올리다가 발견했고 6통 중 4개나 그러던데 새 제품이어도 찝찝하네요.  외관에 먼지 있고 제조일자 4월 꺼여서 그건 좋아요. 배송 좀 신경 좀 써주세요....	neg
일단 크고 마우스가 묵직 하며 좀 무겁네요.	pos
처음 써보는데 보습 최강인듯 강추	pos
구매 후 2주 정도 사용했습니다. 손목이 너무 아파서 쓰게 되었는데 처음엔 별로 효과가 크지 않은 듯하여 실망을 했었으나 2,3일 지나니 손목 통증이 훨씬 줄어들었네요. 예전에도 버티컬 마우스를 써봤었으나 적응도 쉽지 않았고 편한지 몰랐었는데 이 제품은 너무 만족합니다. 무선인 점도 좋고요. 로지텍 마우스 내구성이 가격 대비 심하게 떨어져서 좀 걱정이긴 하지만 그럼에도 계속 로지텍을 구매할 수밖에 없는 이유가 있네요. ㅋ 그래도 이 제품은 단순하게 생겨서 오래갈 것 같아 보이긴 합니다.	pos
며칠 바르니깐 트러블이 생겼어요 트러블 안 생기는 크림이라고 해서 구매했는데 실망이 크네요	neg
좋아요 라이트 타입 가볍게 바를 수 있어서 너무 좋아요~가격도 저렴해서 더 마음에 들어요 아벤느 짱입니다	pos
닥추!	pos
화장솜에 흡수 안될 만큼 고분자라 피부에 흡수 안되고 겉돌아서 속 건조 심해졌어요	neg
가을 겨울에 써보려고요~ 일단 순해서 좋아요	pos
용량도 많고 사은품으로 화장솜까지 받았네요	pos
배송 진짜 형편없습니다. 내가 상품평 남기려고 반품 안 하고 배송 완료 처리하네요 매직 딜 데이라고 해서 물건 샀더니 배송이 무슨 7일이나 걸리고 전화 한 통화 없이 약속된 배송일도 미루고 합포장 해서 보내기로 한 윤조에센스만 덜렁 보낸 후 송장에 자음생크림은 빨간 매직으로 찍찍 그어놓고 진짜 불쾌하네 요지 에스 고객센터 매니저는 자동응답기 틀어놓은 거 마냥 다음번에 주문할 때는 이런 일 없게 한다고반복반복반복절대 비추 비추 싸지도 않고 매직 딜 데이라고 소비자 우롱하듯이 낚시 해놓고 전화 한 통화 없이 배송은 멋대로 하고 고객센터 매니저란 사람 응대 땜에 더 화나고 기분 나쁘네요	neg
냉장고에 넣어두면 시원하게 박하향?? 같은게 나면서 진정되는 느낌이 있어요^^	pos
가끔 마우스 움직임 시 버벅이는 때가 발생하지만 크게 문제가 있는 정도는 아닙니다.	pos
요즘 민감성 피부처럼 화장품쓰면 따가웠는데 독도 토너는 순하네요	pos
사이즈도 딱맞고 이쁘고 부드럽고 소음없네요!	pos
사용자 연령대 :  60대 사용 용도/성능/사용 편의성 :  그 외 도움이 될 만한 사용 후기 :  배송 빠르고요^^ 세기가 장난 아니네요~~약으로 틀었는데도 엄청 셉니다.. 부모님 대만족입니다.. 감사합니다. 번창하세요 옥션 안드로이드 앱으로 작성	pos
소음도 크지 않네요.	pos
1+1 행사로 받았는데 둘다 한쪽이 작게 나왔다가 왔다갔다 함.음질도 그닥...	neg
향도   좋고 용량도  많네요	pos
가볍고 오래갈 거로..	pos
욕실에서 히알루론산 바르고 ??하면서 방에 오면 살짝 말라가는 느낌이 드는데 그때 에센스,크림 바르면 다시 수분을 찾아 이후에는 그 건조함이 없더라구요.	pos
촉촉하고 쫀쫀한 느낌이에요	pos
순하고 냄새도 없고 좋아요	pos
색상은 매우 이쁩니다.	pos
사이즈가 생각보다 크네요 ㅋㅋㅋ	pos
진짜별로 단선이 진짜 너무 잘되요.음질은 좋으니 선자체의 내구성이 진짜 너무 안좋아요	neg
성분도 개좋던디ㅜㅜ	pos
마우스 수평이 안 맞아요~그리고 무음 마우스라고 해서 구매했는데 클릭 시 소리가  완전히 안 나진 않네요 소리가 나요~	neg
주문하고 다음날 바로~~~ ㅎㅎ   포장도 굿~~    제품 상태는 포장도 잘 되어있어서 만족합니다.   사용 후기는 나쁘지 않아요...ㅎㅎ 강추합니다..ㅎㅎ 	pos
원래 로지텍 G1쓰다가 이걸루 갈아탔는데 감도도 좋구 디자인도 이뻐서 너무 마음에 드네요!!	pos
제품불량품 많아요 비추천합니다	neg
가장 좋은 걸로 샀는데, 기존에 쓰던 저렴한 거에 비해 목 높이기 너무 높고(거의 머리 마사지..) 등 마사지는 약해요. ㅠ 구매 실패네요.	neg
먼저  배송이 너무 빠릅니다. 갑작스럽게 컴퓨터가 부서져서 걱정이 많았습니다. 2시간 만에 배달이 돼서 너무 감사했습니다. 또한 노트북은 정말 혁명이네요.... 360 돌아가는 것에, 그냥 삼성 타이틀 보고 샀습니다... 저번 노트북도 삼성 거 8년 썼습니다. 품질과 AS 믿고 삽니다	pos
가성비 G1  개이득 클립감도좋고 G1보다 살짝 묵직해서 더좋고 가격은 G1정품 반값인데 정품보다 더 마음에 든다는 개이득 ㅋㅋㅋㅋ	pos
트러블 생겨 사용 중단	neg
오늘 한번 발랐는데 묽은 제형인데도 촉촉하네요~	pos
발림성이 매우 뛰어나 촉촉함이 유지되어 좋아요.	pos
딸깍 소리가 거의 안 나긴 하네요.	pos
택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다. 택배 잘 받았습니다.	pos
노트북 가방, 무선 마우스, 마우스 패드가 사은품이라고 했는데 그중 무선 마우스가 좀 그렇네요. 노트북은 아직 쓰고 있으니 상태를 잘 알 수 없지만 그럭저럭인데 마우스 상태가 안 좋아서 검색해봤더니 광고해놓은 건 25,000원 상당의 마우스를 사은품으로 주는 것처럼 해놓고선 실제로는 3~4천 원 하는 걸로 주시니 뭔가 께름직하니 기분이 좋지 않습니다. 반품 요청도 귀찮고 해서 이렇게 그냥 구매후기로 남깁니다.	neg
며칠 동안 검색하고 하나하나 비교해보고 구입했습니다. 받아보니 가격도 저렴하고 성능도 빠르고 좋아요.  인강하고 수행평가하라고 이번에 바꿔 줬는데  예전 거에 비해 성능이 좋아 만족하네요.  5년 정도 사용하라고 램하고 저장 장치는 모두 업그레이드 했습습니다	pos
window10 정품 아니었어... 반품 도 안 돼요... 여러분 인터넷으로 사지 마세요... 매장에 가서 사세요	neg
선물하려고 배송 늦어도 기다렸다가 받았는데 선물받은 분이 불량인것 같다고 하시네요 ㅠㅠ 박스도 다 버려서 반품도 못하고....... 선물해놓고도 괜히 미안하고.. 제대로 된 제품이 왔으면 좋았을텐데 아쉽고 속상해요 ㅠㅠㅠㅠ 	neg
일단 마우스에 led 불이 컴퓨터가 꺼져도 안 꺼집니다 이점 참고하세요 어두운 방에 조그만 불빛이 너무 싫었어요	neg
수분이 쏙쏙 들어가는 느낌!추천합니다	pos
최고임 다른거 다 써도 이걸로 돌아옴 물같은 토너 바르고 이걸로 또 바르면 로션 안발라도 될 정도로 촉촉함 뾰루지 이제 안올라옴!!굳	pos
순한성분 믿고 구매해요	pos
기존 MSI i7 17인치 노트북 쓰다가 이번에 LG 그램 i5 17인치로 바꾸었는데 비교가 심할 정도로 가볍네요 ㅎㅎ이쁘고 가볍고 크고 딱이네요 신청한 eGPU랑 사은품도 빨리 왔으면 좋겠네요 한 가지 팁ㅡ와이 파이 안돼서 머리 아팠는데 네트워크 초기화 시키고 5분 정도 있으면 재부팅되고 클리어 됩니다	pos
최악입니다. 일요일 여친생일이라 같이신을려고 주문을 수요일날하였는데 3일이내 배송인데 한개는 도착하였는데 한개는 아직 배송자체가 안되었습니다. 근데 화면은 둘다 배송완료라고 뜨며 싸이즈는 살짝 작습니다	neg
진짜 너무하네 3개 시켰는데 어떻게 유통기한 1년도 안 남은 거 3개 넣어주나; 양심 있게 장사하세요. 재고 처리하면 장땡입니까?	neg
일단 용량도 크고 좋은거같아요	pos
원래썼던게 cx400 인데모르고 cx300을 구매 했네요ㅠ차이가  많이 나네요	neg
배송 엄청 빠르네요 ᄏᄏ 예전에 접촉성피부염 생겼을 때 썼는데 금방 좋아졌던 거 기억나서 다시 주문했어요! 근데 서비스로 주신 팩이 터져서 와서 에센스들이 다 센 점이 아쉬워요ㅜㅜ	pos
아들이 구매하고 오자마자 설치하고 좋다네요ㅎ	pos
한쪽은 들리고 한쪽은 안들려요반품귀찮아서 그냥 놔두고 하나는 아예 확인해 보지도 않았어요	neg
와 벌써 피부가 ^^ 안 써봤는데 좋네요	pos
